Unweighted_Sample,Weighted_Sample,Question,Nationality,Country of Origin,Gender,Rank (text),Rank (number),Percentage
382,332,They are good looking,UAE,UAE,Women,Ranked third,3,0.11
382,332,They are good looking,UAE,UAE,Women,Ranked fourth,4,0.19
382,332,They are good looking,UAE,UAE,Women,Ranked fifth,5,0.23
382,332,They are good looking,UAE,UAE,Women,Ranked sixth,6,0.25
382,332,They have a personality I like,UAE,UAE,Women,Ranked first,1,0.43
382,332,They have a personality I like,UAE,UAE,Women,Ranked second,2,0.18
382,332,They have a personality I like,UAE,UAE,Women,Ranked third,3,0.14
382,332,They have a personality I like,UAE,UAE,Women,Ranked fourth,4,0.1
382,332,They have a personality I like,UAE,UAE,Women,Ranked fifth,5,0.11
382,332,They have a personality I like,UAE,UAE,Women,Ranked sixth,6,0.04
382,332,They have a sense of humour I like,UAE,UAE,Women,Ranked first,1,0.15
382,332,They have a sense of humour I like,UAE,UAE,Women,Ranked second,2,0.22
382,332,They have a sense of humour I like,UAE,UAE,Women,Ranked third,3,0.23
382,332,They have a sense of humour I like,UAE,UAE,Women,Ranked fourth,4,0.17
382,332,They have a sense of humour I like,UAE,UAE,Women,Ranked fifth,5,0.13
382,332,They have a sense of humour I like,UAE,UAE,Women,Ranked sixth,6,0.09
382,332,They are intelligent,UAE,UAE,Women,Ranked first,1,0.15
382,332,They are intelligent,UAE,UAE,Women,Ranked second,2,0.21
382,332,They are intelligent,UAE,UAE,Women,Ranked third,3,0.23
382,332,They are intelligent,UAE,UAE,Women,Ranked fourth,4,0.2
382,332,They are intelligent,UAE,UAE,Women,Ranked fifth,5,0.14
382,332,They are intelligent,UAE,UAE,Women,Ranked sixth,6,0.06
382,332,They have/make a decent amount of money,UAE,UAE,Women,Ranked first,1,0.03
382,332,They have/make a decent amount of money,UAE,UAE,Women,Ranked second,2,0.1
382,332,They have/make a decent amount of money,UAE,UAE,Women,Ranked third,3,0.1
382,332,They have/make a decent amount of money,UAE,UAE,Women,Ranked fourth,4,0.15
382,332,They have/make a decent amount of money,UAE,UAE,Women,Ranked fifth,5,0.19
382,332,They have/make a decent amount of money,UAE,UAE,Women,Ranked sixth,6,0.43
382,332,They have similar interests to me,UAE,UAE,Women,Ranked first,1,0.12
382,332,They have similar interests to me,UAE,UAE,Women,Ranked second,2,0.18
382,332,They have similar interests to me,UAE,UAE,Women,Ranked third,3,0.19
382,332,They have similar interests to me,UAE,UAE,Women,Ranked fourth,4,0.18
382,332,They have similar interests to me,UAE,UAE,Women,Ranked fifth,5,0.2
382,332,They have similar interests to me,UAE,UAE,Women,Ranked sixth,6,0.13
545,532,They are good looking,Vietnamese,Vietnam,Men,Ranked first,1,0.44
545,532,They are good looking,Vietnamese,Vietnam,Men,Ranked second,2,0.18
545,532,They are good looking,Vietnamese,Vietnam,Men,Ranked third,3,0.14
545,532,They are good looking,Vietnamese,Vietnam,Men,Ranked fourth,4,0.1
545,532,They are good looking,Vietnamese,Vietnam,Men,Ranked fifth,5,0.09
545,532,They are good looking,Vietnamese,Vietnam,Men,Ranked sixth,6,0.05
545,532,They have a personality I like,Vietnamese,Vietnam,Men,Ranked first,1,0.32
545,532,They have a personality I like,Vietnamese,Vietnam,Men,Ranked second,2,0.3
545,532,They have a personality I like,Vietnamese,Vietnam,Men,Ranked third,3,0.16
545,532,They have a personality I like,Vietnamese,Vietnam,Men,Ranked fourth,4,0.11
545,532,They have a personality I like,Vietnamese,Vietnam,Men,Ranked fifth,5,0.07
545,532,They have a personality I like,Vietnamese,Vietnam,Men,Ranked sixth,6,0.05
545,532,They have a sense of humour I like,Vietnamese,Vietnam,Men,Ranked first,1,0.04
545,532,They have a sense of humour I like,Vietnamese,Vietnam,Men,Ranked second,2,0.13
545,532,They have a sense of humour I like,Vietnamese,Vietnam,Men,Ranked third,3,0.2
545,532,They have a sense of humour I like,Vietnamese,Vietnam,Men,Ranked fourth,4,0.25
545,532,They have a sense of humour I like,Vietnamese,Vietnam,Men,Ranked fifth,5,0.24
545,532,They have a sense of humour I like,Vietnamese,Vietnam,Men,Ranked sixth,6,0.14
545,532,They are intelligent,Vietnamese,Vietnam,Men,Ranked first,1,0.11
545,532,They are intelligent,Vietnamese,Vietnam,Men,Ranked second,2,0.2
545,532,They are intelligent,Vietnamese,Vietnam,Men,Ranked third,3,0.25
545,532,They are intelligent,Vietnamese,Vietnam,Men,Ranked fourth,4,0.22
545,532,They are intelligent,Vietnamese,Vietnam,Men,Ranked fifth,5,0.17
545,532,They are intelligent,Vietnamese,Vietnam,Men,Ranked sixth,6,0.06
545,532,They have/make a decent amount of money,Vietnamese,Vietnam,Men,Ranked first,1,0.01
545,532,They have/make a decent amount of money,Vietnamese,Vietnam,Men,Ranked second,2,0.03
545,532,They have/make a decent amount of money,Vietnamese,Vietnam,Men,Ranked third,3,0.07
545,532,They have/make a decent amount of money,Vietnamese,Vietnam,Men,Ranked fourth,4,0.11
545,532,They have/make a decent amount of money,Vietnamese,Vietnam,Men,Ranked fifth,5,0.22
545,532,They have/make a decent amount of money,Vietnamese,Vietnam,Men,Ranked sixth,6,0.55
545,532,They have similar interests to me,Vietnamese,Vietnam,Men,Ranked first,1,0.08
545,532,They have similar interests to me,Vietnamese,Vietnam,Men,Ranked second,2,0.16
545,532,They have similar interests to me,Vietnamese,Vietnam,Men,Ranked third,3,0.18
545,532,They have similar interests to me,Vietnamese,Vietnam,Men,Ranked fourth,4,0.22
545,532,They have similar interests to me,Vietnamese,Vietnam,Men,Ranked fifth,5,0.21
545,532,They have similar interests to me,Vietnamese,Vietnam,Men,Ranked sixth,6,0.15
458,471,They are good looking,Vietnamese,Vietnam,Women,Ranked first,1,0.21
458,471,They are good looking,Vietnamese,Vietnam,Women,Ranked second,2,0.13
458,471,They are good looking,Vietnamese,Vietnam,Women,Ranked third,3,0.15
458,471,They are good looking,Vietnamese,Vietnam,Women,Ranked fourth,4,0.12
458,471,They are good looking,Vietnamese,Vietnam,Women,Ranked fifth,5,0.18
458,471,They are good looking,Vietnamese,Vietnam,Women,Ranked sixth,6,0.21
458,471,They have a personality I like,Vietnamese,Vietnam,Women,Ranked first,1,0.33
458,471,They have a personality I like,Vietnamese,Vietnam,Women,Ranked second,2,0.23
458,471,They have a personality I like,Vietnamese,Vietnam,Women,Ranked third,3,0.17
458,471,They have a personality I like,Vietnamese,Vietnam,Women,Ranked fourth,4,0.11
458,471,They have a personality I like,Vietnamese,Vietnam,Women,Ranked fifth,5,0.1
458,471,They have a personality I like,Vietnamese,Vietnam,Women,Ranked sixth,6,0.06
458,471,They have a sense of humour I like,Vietnamese,Vietnam,Women,Ranked first,1,0.11
458,471,They have a sense of humour I like,Vietnamese,Vietnam,Women,Ranked second,2,0.19
458,471,They have a sense of humour I like,Vietnamese,Vietnam,Women,Ranked third,3,0.16
458,471,They have a sense of humour I like,Vietnamese,Vietnam,Women,Ranked fourth,4,0.18
458,471,They have a sense of humour I like,Vietnamese,Vietnam,Women,Ranked fifth,5,0.2
458,471,They have a sense of humour I like,Vietnamese,Vietnam,Women,Ranked sixth,6,0.16
458,471,They are intelligent,Vietnamese,Vietnam,Women,Ranked first,1,0.19
458,471,They are intelligent,Vietnamese,Vietnam,Women,Ranked second,2,0.21
458,471,They are intelligent,Vietnamese,Vietnam,Women,Ranked third,3,0.2
458,471,They are intelligent,Vietnamese,Vietnam,Women,Ranked fourth,4,0.21
458,471,They are intelligent,Vietnamese,Vietnam,Women,Ranked fifth,5,0.11
458,471,They are intelligent,Vietnamese,Vietnam,Women,Ranked sixth,6,0.07
458,471,They have/make a decent amount of money,Vietnamese,Vietnam,Women,Ranked first,1,0.05
458,471,They have/make a decent amount of money,Vietnamese,Vietnam,Women,Ranked second,2,0.1
458,471,They have/make a decent amount of money,Vietnamese,Vietnam,Women,Ranked third,3,0.17
458,471,They have/make a decent amount of money,Vietnamese,Vietnam,Women,Ranked fourth,4,0.18
458,471,They have/make a decent amount of money,Vietnamese,Vietnam,Women,Ranked fifth,5,0.21
458,471,They have/make a decent amount of money,Vietnamese,Vietnam,Women,Ranked sixth,6,0.28
458,471,They have similar interests to me,Vietnamese,Vietnam,Women,Ranked first,1,0.1
458,471,They have similar interests to me,Vietnamese,Vietnam,Women,Ranked second,2,0.14
458,471,They have similar interests to me,Vietnamese,Vietnam,Women,Ranked third,3,0.14
458,471,They have similar interests to me,Vietnamese,Vietnam,Women,Ranked fourth,4,0.19
458,471,They have similar interests to me,Vietnamese,Vietnam,Women,Ranked fifth,5,0.2
458,471,They have similar interests to me,Vietnamese,Vietnam,Women,Ranked sixth,6,0.22
